product_id,product_name,brand_id,category_id,model_year,list_price,extraction_timestamp,data_source
66,Sun Bicycles Revolutions 24 - 2017,7,3,2017,250.99,2026-04-03T20:36:26,DeltaLake
67,Sun Bicycles Revolutions 24 - Girl'S - 2017,7,3,2017,250.99,2026-04-03T20:36:26,DeltaLake
68,Sun Bicycles Cruz 3 - 2017,7,3,2017,449.99,2026-04-03T20:36:26,DeltaLake
69,Sun Bicycles Cruz 7 - 2017,7,3,2017,416.99,2026-04-03T20:36:26,DeltaLake
70,Electra Amsterdam Original 3I - 2015/2017,1,3,2017,659.99,2026-04-03T20:36:26,DeltaLake
71,Sun Bicycles Atlas X-Type - 2017,7,3,2017,416.99,2026-04-03T20:36:26,DeltaLake
72,Sun Bicycles Biscayne Tandem 7 - 2017,7,3,2017,619.99,2026-04-03T20:36:26,DeltaLake
73,Sun Bicycles Brickell Tandem 7 - 2017,7,3,2017,749.99,2026-04-03T20:36:26,DeltaLake
74,Electra Cruiser Lux 1 - 2017,1,3,2017,439.99,2026-04-03T20:36:26,DeltaLake
75,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,1,3,2017,599.99,2026-04-03T20:36:26,DeltaLake
76,"Electra Girl'S Hawaii 1 16"" - 2017",1,3,2017,299.99,2026-04-03T20:36:26,DeltaLake
77,Electra Glam Punk 3I Ladies' - 2017,1,3,2017,799.99,2026-04-03T20:36:26,DeltaLake
78,Sun Bicycles Biscayne Tandem Cb - 2017,7,3,2017,647.99,2026-04-03T20:36:26,DeltaLake
79,Sun Bicycles Boardwalk (24-Inch Wheels) - 2017,7,3,2017,402.99,2026-04-03T20:36:26,DeltaLake
80,Sun Bicycles Brickell Tandem Cb - 2017,7,3,2017,761.99,2026-04-03T20:36:26,DeltaLake
81,Electra Amsterdam Fashion 7I Ladies' - 2017,1,3,2017,1099.99,2026-04-03T20:36:26,DeltaLake
82,Electra Amsterdam Original 3I Ladies' - 2017,1,3,2017,659.99,2026-04-03T20:36:26,DeltaLake
83,Trek Boy'S Kickster - 2015/2017,9,1,2017,149.99,2026-04-03T20:36:26,DeltaLake
84,Sun Bicycles Lil Kitt'N - 2017,7,1,2017,109.99,2026-04-03T20:36:26,DeltaLake
85,Haro Downtown 16 - 2017,2,1,2017,329.99,2026-04-03T20:36:26,DeltaLake
86,Trek Girl'S Kickster - 2017,9,1,2017,149.99,2026-04-03T20:36:26,DeltaLake
87,Trek Precaliber 12 Boys - 2017,9,1,2017,189.99,2026-04-03T20:36:26,DeltaLake
88,Trek Precaliber 12 Girls - 2017,9,1,2017,189.99,2026-04-03T20:36:26,DeltaLake
89,Trek Precaliber 16 Boys - 2017,9,1,2017,209.99,2026-04-03T20:36:26,DeltaLake
90,Trek Precaliber 16 Girls - 2017,9,1,2017,209.99,2026-04-03T20:36:26,DeltaLake
91,Trek Precaliber 24 (21-Speed) - Girls - 2017,9,1,2017,349.99,2026-04-03T20:36:26,DeltaLake
92,Haro Shredder 20 - 2017,2,1,2017,209.99,2026-04-03T20:36:26,DeltaLake
93,Haro Shredder 20 Girls - 2017,2,1,2017,209.99,2026-04-03T20:36:26,DeltaLake
94,Haro Shredder Pro 20 - 2017,2,1,2017,249.99,2026-04-03T20:36:26,DeltaLake
95,"Electra Girl'S Hawaii 1 16"" - 2017",1,1,2017,299.99,2026-04-03T20:36:26,DeltaLake
96,Electra Moto 3I (20-Inch) - Boy'S - 2017,1,1,2017,349.99,2026-04-03T20:36:26,DeltaLake
97,Electra Savannah 3I (20-Inch) - Girl'S - 2017,1,1,2017,349.99,2026-04-03T20:36:26,DeltaLake
98,Electra Straight 8 3I (20-Inch) - Boy'S - 2017,1,1,2017,489.99,2026-04-03T20:36:26,DeltaLake
99,Electra Sugar Skulls 1 (20-Inch) - Girl'S - 2017,1,1,2017,299.99,2026-04-03T20:36:26,DeltaLake
100,Electra Townie 3I Eq (20-Inch) - Boys' - 2017,1,1,2017,489.99,2026-04-03T20:36:26,DeltaLake
101,Electra Townie 7D (20-Inch) - Boys' - 2017,1,1,2017,339.99,2026-04-03T20:36:26,DeltaLake
102,Electra Townie Original 7D - 2017,1,2,2017,489.99,2026-04-03T20:36:26,DeltaLake
103,Sun Bicycles Streamway 3 - 2017,7,2,2017,551.99,2026-04-03T20:36:26,DeltaLake
104,Sun Bicycles Streamway - 2017,7,2,2017,481.99,2026-04-03T20:36:26,DeltaLake
105,Sun Bicycles Streamway 7 - 2017,7,2,2017,533.99,2026-04-03T20:36:26,DeltaLake
106,Sun Bicycles Cruz 3 - 2017,7,2,2017,449.99,2026-04-03T20:36:26,DeltaLake
107,Sun Bicycles Cruz 7 - 2017,7,2,2017,416.99,2026-04-03T20:36:26,DeltaLake
108,Sun Bicycles Cruz 3 - Women'S - 2017,7,2,2017,449.99,2026-04-03T20:36:26,DeltaLake
109,Sun Bicycles Cruz 7 - Women'S - 2017,7,2,2017,416.99,2026-04-03T20:36:26,DeltaLake
110,Sun Bicycles Drifter 7 - 2017,7,2,2017,470.99,2026-04-03T20:36:26,DeltaLake
111,Sun Bicycles Drifter 7 - Women'S - 2017,7,2,2017,470.99,2026-04-03T20:36:26,DeltaLake
112,Trek 820 - 2018,9,6,2018,379.99,2026-04-03T20:36:26,DeltaLake
113,Trek Marlin 5 - 2018,9,6,2018,489.99,2026-04-03T20:36:26,DeltaLake
114,Trek Marlin 6 - 2018,9,6,2018,579.99,2026-04-03T20:36:26,DeltaLake
115,Trek Fuel Ex 8 29 - 2018,9,6,2018,3199.99,2026-04-03T20:36:26,DeltaLake
116,Trek Marlin 7 - 2017/2018,9,6,2018,749.99,2026-04-03T20:36:26,DeltaLake
117,Trek Ticket S Frame - 2018,9,6,2018,1469.99,2026-04-03T20:36:26,DeltaLake
118,Trek X-Caliber 8 - 2018,9,6,2018,999.99,2026-04-03T20:36:26,DeltaLake
119,Trek Kids' Neko - 2018,9,6,2018,469.99,2026-04-03T20:36:26,DeltaLake
120,Trek Fuel Ex 7 29 - 2018,9,6,2018,2499.99,2026-04-03T20:36:26,DeltaLake
121,Surly Krampus Frameset - 2018,8,6,2018,2499.99,2026-04-03T20:36:26,DeltaLake
122,Surly Troll Frameset - 2018,8,6,2018,2499.99,2026-04-03T20:36:26,DeltaLake
123,Trek Farley Carbon Frameset - 2018,9,6,2018,999.99,2026-04-03T20:36:26,DeltaLake
124,Surly Krampus - 2018,8,6,2018,1499.0,2026-04-03T20:36:26,DeltaLake
125,Trek Kids' Dual Sport - 2018,9,6,2018,469.99,2026-04-03T20:36:26,DeltaLake
126,Surly Big Fat Dummy Frameset - 2018,8,6,2018,469.99,2026-04-03T20:36:26,DeltaLake
127,Surly Pack Rat Frameset - 2018,8,6,2018,469.99,2026-04-03T20:36:26,DeltaLake
128,Surly Ecr 27.5 - 2018,8,6,2018,1899.0,2026-04-03T20:36:26,DeltaLake
129,Trek X-Caliber 7 - 2018,9,6,2018,919.99,2026-04-03T20:36:26,DeltaLake
130,Trek Stache Carbon Frameset - 2018,9,6,2018,919.99,2026-04-03T20:36:26,DeltaLake
131,Heller Bloodhound Trail - 2018,3,6,2018,2599.0,2026-04-03T20:36:26,DeltaLake
132,Trek Procal Al Frameset - 2018,9,6,2018,1499.99,2026-04-03T20:36:26,DeltaLake
133,Trek Procaliber Frameset - 2018,9,6,2018,1499.99,2026-04-03T20:36:26,DeltaLake
134,Trek Remedy 27.5 C Frameset - 2018,9,6,2018,1499.99,2026-04-03T20:36:26,DeltaLake
135,Trek X-Caliber Frameset - 2018,9,6,2018,1499.99,2026-04-03T20:36:26,DeltaLake
136,Trek Procaliber 6 - 2018,9,6,2018,1799.99,2026-04-03T20:36:26,DeltaLake
137,Heller Shagamaw Gx1 - 2018,3,6,2018,2599.0,2026-04-03T20:36:26,DeltaLake
138,Trek Fuel Ex 5 Plus - 2018,9,6,2018,2249.99,2026-04-03T20:36:26,DeltaLake
139,Trek Remedy 7 27.5 - 2018,9,6,2018,2999.99,2026-04-03T20:36:26,DeltaLake
140,Trek Remedy 9.8 27.5 - 2018,9,6,2018,4999.99,2026-04-03T20:36:26,DeltaLake
141,Trek Stache 5 - 2018,9,6,2018,1599.99,2026-04-03T20:36:26,DeltaLake
142,Trek Fuel Ex 8 29 Xt - 2018,9,6,2018,3199.99,2026-04-03T20:36:26,DeltaLake
143,Trek Domane Alr 3 - 2018,9,7,2018,1099.99,2026-04-03T20:36:26,DeltaLake
144,Trek Domane Alr 4 Disc - 2018,9,7,2018,1549.99,2026-04-03T20:36:26,DeltaLake
145,Trek Domane Alr 5 Disc - 2018,9,7,2018,1799.99,2026-04-03T20:36:26,DeltaLake
146,Trek Domane Slr 6 - 2018,9,7,2018,4999.99,2026-04-03T20:36:26,DeltaLake
147,Trek Domane Alr 5 Gravel - 2018,9,7,2018,1799.99,2026-04-03T20:36:26,DeltaLake
148,Trek Domane Sl 8 Disc - 2018,9,7,2018,5499.99,2026-04-03T20:36:26,DeltaLake
149,Trek Domane Slr 8 Disc - 2018,9,7,2018,7499.99,2026-04-03T20:36:26,DeltaLake
150,Trek Emonda Sl 7 - 2018,9,7,2018,4499.99,2026-04-03T20:36:26,DeltaLake
151,Trek Domane Alr 4 Disc Women'S - 2018,9,7,2018,1549.99,2026-04-03T20:36:26,DeltaLake
152,Trek Domane Sl 5 Disc Women'S - 2018,9,7,2018,2499.99,2026-04-03T20:36:26,DeltaLake
153,Trek Domane Sl 7 Women'S - 2018,9,7,2018,4999.99,2026-04-03T20:36:26,DeltaLake
154,Trek Domane Slr 6 Disc Women'S - 2018,9,7,2018,5499.99,2026-04-03T20:36:26,DeltaLake
155,Trek Domane Slr 9 Disc - 2018,9,7,2018,11999.99,2026-04-03T20:36:26,DeltaLake
156,Trek Domane Sl Frameset - 2018,9,7,2018,6499.99,2026-04-03T20:36:26,DeltaLake
157,Trek Domane Sl Frameset Women'S - 2018,9,7,2018,6499.99,2026-04-03T20:36:26,DeltaLake
158,Trek Crossrip 1 - 2018,9,7,2018,959.99,2026-04-03T20:36:26,DeltaLake
159,Trek Emonda Alr 6 - 2018,9,7,2018,2299.99,2026-04-03T20:36:26,DeltaLake
160,Trek Emonda Slr 6 - 2018,9,7,2018,4499.99,2026-04-03T20:36:26,DeltaLake
161,Surly Ecr - 2018,8,7,2018,1899.0,2026-04-03T20:36:26,DeltaLake
162,Trek Emonda Sl 6 Disc - 2018,9,7,2018,2999.99,2026-04-03T20:36:26,DeltaLake
163,Surly Pack Rat - 2018,8,7,2018,1349.0,2026-04-03T20:36:26,DeltaLake
164,Surly Straggler 650B - 2018,8,7,2018,1549.0,2026-04-03T20:36:26,DeltaLake
165,Trek 1120 - 2018,9,7,2018,2499.99,2026-04-03T20:36:26,DeltaLake
166,Trek Domane Al 2 Women'S - 2018,9,7,2018,749.99,2026-04-03T20:36:26,DeltaLake
167,Surly Ecr Frameset - 2018,8,7,2018,749.99,2026-04-03T20:36:26,DeltaLake
168,Surly Straggler - 2018,8,7,2018,1549.0,2026-04-03T20:36:26,DeltaLake
169,Trek Emonda Slr 8 - 2018,9,7,2018,6499.99,2026-04-03T20:36:26,DeltaLake
170,Trek Crossrip 2 - 2018,9,7,2018,1299.99,2026-04-03T20:36:26,DeltaLake
171,Trek Domane Sl 6 - 2018,9,7,2018,3199.99,2026-04-03T20:36:26,DeltaLake
172,Trek Domane Alr Disc Frameset - 2018,9,7,2018,3199.99,2026-04-03T20:36:26,DeltaLake
173,Trek Domane Alr Frameset - 2018,9,7,2018,3199.99,2026-04-03T20:36:26,DeltaLake
174,Trek Domane Slr Disc Frameset - 2018,9,7,2018,3199.99,2026-04-03T20:36:26,DeltaLake
175,Trek Domane Slr Frameset - 2018,9,7,2018,3199.99,2026-04-03T20:36:26,DeltaLake
176,Trek Madone 9 Frameset - 2018,9,7,2018,3199.99,2026-04-03T20:36:26,DeltaLake
177,Trek Domane Slr 6 Disc - 2018,9,7,2018,5499.99,2026-04-03T20:36:26,DeltaLake
178,Trek Domane Al 2 - 2018,9,7,2018,749.99,2026-04-03T20:36:26,DeltaLake
179,Trek Domane Al 3 - 2018,9,7,2018,919.99,2026-04-03T20:36:26,DeltaLake
180,Trek Domane Al 3 Women'S - 2018,9,7,2018,919.99,2026-04-03T20:36:26,DeltaLake
181,Trek Domane Sl 5 - 2018,9,7,2018,2199.99,2026-04-03T20:36:26,DeltaLake
182,Trek Domane Sl 5 Disc - 2018,9,7,2018,2499.99,2026-04-03T20:36:26,DeltaLake
183,Trek Domane Sl 5 Women'S - 2018,9,7,2018,2199.99,2026-04-03T20:36:26,DeltaLake
184,Trek Domane Sl 6 Disc - 2018,9,7,2018,3499.99,2026-04-03T20:36:26,DeltaLake
185,Trek Conduit+ - 2018,9,5,2018,2799.99,2026-04-03T20:36:26,DeltaLake
186,Trek Crossrip+ - 2018,9,5,2018,4499.99,2026-04-03T20:36:26,DeltaLake
187,Trek Neko+ - 2018,9,5,2018,2799.99,2026-04-03T20:36:26,DeltaLake
188,Trek Xm700+ Lowstep - 2018,9,5,2018,3499.99,2026-04-03T20:36:26,DeltaLake
189,Trek Lift+ Lowstep - 2018,9,5,2018,2799.99,2026-04-03T20:36:26,DeltaLake
190,Trek Dual Sport+ - 2018,9,5,2018,2799.99,2026-04-03T20:36:26,DeltaLake
191,Electra Loft Go! 8I - 2018,1,5,2018,2799.99,2026-04-03T20:36:26,DeltaLake
192,Electra Townie Go! 8I - 2017/2018,1,5,2018,2599.99,2026-04-03T20:36:26,DeltaLake
193,Trek Lift+ - 2018,9,5,2018,2799.99,2026-04-03T20:36:26,DeltaLake
194,Trek Xm700+ - 2018,9,5,2018,3499.99,2026-04-03T20:36:26,DeltaLake
195,Electra Townie Go! 8I Ladies' - 2018,1,5,2018,2599.99,2026-04-03T20:36:26,DeltaLake
196,Trek Verve+ - 2018,9,5,2018,2299.99,2026-04-03T20:36:26,DeltaLake
197,Trek Verve+ Lowstep - 2018,9,5,2018,2299.99,2026-04-03T20:36:26,DeltaLake
198,Electra Townie Commute Go! - 2018,1,5,2018,2999.99,2026-04-03T20:36:26,DeltaLake
199,Electra Townie Commute Go! Ladies' - 2018,1,5,2018,2999.99,2026-04-03T20:36:26,DeltaLake
200,Trek Powerfly 5 - 2018,9,5,2018,3499.99,2026-04-03T20:36:26,DeltaLake
201,Trek Powerfly 5 Fs - 2018,9,5,2018,4499.99,2026-04-03T20:36:26,DeltaLake
202,Trek Powerfly 5 Women'S - 2018,9,5,2018,3499.99,2026-04-03T20:36:26,DeltaLake
203,Trek Powerfly 7 Fs - 2018,9,5,2018,4999.99,2026-04-03T20:36:26,DeltaLake
204,Trek Super Commuter+ 7 - 2018,9,5,2018,3599.99,2026-04-03T20:36:26,DeltaLake
205,Trek Super Commuter+ 8S - 2018,9,5,2018,4999.99,2026-04-03T20:36:26,DeltaLake
206,Trek Boone 5 Disc - 2018,9,4,2018,3299.99,2026-04-03T20:36:26,DeltaLake
207,Trek Boone 7 Disc - 2018,9,4,2018,3999.99,2026-04-03T20:36:26,DeltaLake
208,Trek Crockett 5 Disc - 2018,9,4,2018,1799.99,2026-04-03T20:36:26,DeltaLake
209,Trek Crockett 7 Disc - 2018,9,4,2018,2999.99,2026-04-03T20:36:26,DeltaLake
210,Surly Straggler - 2018,8,4,2018,1549.0,2026-04-03T20:36:26,DeltaLake
211,Surly Straggler 650B - 2018,8,4,2018,1549.0,2026-04-03T20:36:26,DeltaLake
212,Electra Townie Original 21D - 2018,1,3,2018,559.99,2026-04-03T20:36:26,DeltaLake
213,Electra Cruiser 1 - 2016/2017/2018,1,3,2018,269.99,2026-04-03T20:36:26,DeltaLake
214,Electra Tiger Shark 3I - 2018,1,3,2018,899.99,2026-04-03T20:36:26,DeltaLake
215,Electra Queen Of Hearts 3I - 2018,1,3,2018,749.99,2026-04-03T20:36:26,DeltaLake
216,Electra Super Moto 8I - 2018,1,3,2018,899.99,2026-04-03T20:36:26,DeltaLake
217,Electra Straight 8 3I - 2018,1,3,2018,909.99,2026-04-03T20:36:26,DeltaLake
218,Electra Cruiser 7D - 2016/2017/2018,1,3,2018,319.99,2026-04-03T20:36:26,DeltaLake
219,Electra Moto 3I - 2018,1,3,2018,639.99,2026-04-03T20:36:26,DeltaLake
220,Electra Cruiser 1 Ladies' - 2018,1,3,2018,269.99,2026-04-03T20:36:26,DeltaLake
221,Electra Cruiser 7D Ladies' - 2016/2018,1,3,2018,319.99,2026-04-03T20:36:26,DeltaLake
222,Electra Cruiser 1 Tall - 2016/2018,1,3,2018,269.99,2026-04-03T20:36:26,DeltaLake
223,Electra Cruiser Lux 3I - 2018,1,3,2018,529.99,2026-04-03T20:36:26,DeltaLake
224,Electra Cruiser Lux 7D - 2018,1,3,2018,479.99,2026-04-03T20:36:26,DeltaLake
225,Electra Delivery 3I - 2016/2017/2018,1,3,2018,959.99,2026-04-03T20:36:26,DeltaLake
226,Electra Townie Original 21D Eq - 2017/2018,1,3,2018,679.99,2026-04-03T20:36:26,DeltaLake
227,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,1,3,2018,319.99,2026-04-03T20:36:26,DeltaLake
228,Electra Cruiser 7D Tall - 2016/2018,1,3,2018,319.99,2026-04-03T20:36:26,DeltaLake
229,Electra Cruiser Lux 1 - 2016/2018,1,3,2018,429.99,2026-04-03T20:36:26,DeltaLake
230,Electra Cruiser Lux 1 Ladies' - 2018,1,3,2018,429.99,2026-04-03T20:36:26,DeltaLake
231,Electra Cruiser Lux 3I Ladies' - 2018,1,3,2018,529.99,2026-04-03T20:36:26,DeltaLake
232,Electra Cruiser Lux 7D Ladies' - 2018,1,3,2018,479.99,2026-04-03T20:36:26,DeltaLake
233,Electra Cruiser Lux Fat Tire 7D - 2018,1,3,2018,639.99,2026-04-03T20:36:26,DeltaLake
234,Electra Daydreamer 3I Ladies' - 2018,1,3,2018,899.99,2026-04-03T20:36:26,DeltaLake
235,Electra Koa 3I Ladies' - 2018,1,3,2018,899.99,2026-04-03T20:36:26,DeltaLake
236,Electra Morningstar 3I Ladies' - 2018,1,3,2018,749.99,2026-04-03T20:36:26,DeltaLake
237,Electra Relic 3I - 2018,1,3,2018,849.99,2026-04-03T20:36:26,DeltaLake
238,Electra Townie Balloon 8D Eq - 2016/2017/2018,1,3,2018,749.99,2026-04-03T20:36:26,DeltaLake
239,Electra Townie Balloon 8D Eq Ladies' - 2016/2017/2018,1,3,2018,749.99,2026-04-03T20:36:26,DeltaLake
240,Electra Townie Commute 27D Ladies - 2018,1,3,2018,899.99,2026-04-03T20:36:26,DeltaLake
241,Electra Townie Commute 8D - 2018,1,3,2018,749.99,2026-04-03T20:36:26,DeltaLake
242,Electra Townie Commute 8D Ladies' - 2018,1,3,2018,699.99,2026-04-03T20:36:26,DeltaLake
243,Electra Townie Original 21D Eq Ladies' - 2018,1,3,2018,679.99,2026-04-03T20:36:26,DeltaLake
244,Electra Townie Original 21D Ladies' - 2018,1,3,2018,559.99,2026-04-03T20:36:26,DeltaLake
245,Electra Townie Original 3I Eq - 2017/2018,1,3,2018,659.99,2026-04-03T20:36:26,DeltaLake
246,Electra Townie Original 3I Eq Ladies' - 2018,1,3,2018,639.99,2026-04-03T20:36:26,DeltaLake
247,Electra Townie Original 7D Eq - 2018,1,3,2018,599.99,2026-04-03T20:36:26,DeltaLake
248,Electra Townie Original 7D Eq Ladies' - 2017/2018,1,3,2018,599.99,2026-04-03T20:36:26,DeltaLake
249,Electra White Water 3I - 2018,1,3,2018,749.99,2026-04-03T20:36:26,DeltaLake
250,Electra Townie Go! 8I - 2017/2018,1,3,2018,2599.99,2026-04-03T20:36:26,DeltaLake
251,Electra Townie Commute Go! - 2018,1,3,2018,2999.99,2026-04-03T20:36:26,DeltaLake
252,Electra Townie Commute Go! Ladies' - 2018,1,3,2018,2999.99,2026-04-03T20:36:26,DeltaLake
253,Electra Townie Go! 8I Ladies' - 2018,1,3,2018,2599.99,2026-04-03T20:36:26,DeltaLake
254,Electra Townie Balloon 3I Eq - 2017/2018,1,3,2018,749.99,2026-04-03T20:36:26,DeltaLake
255,Electra Townie Balloon 7I Eq Ladies' - 2017/2018,1,3,2018,899.99,2026-04-03T20:36:26,DeltaLake
256,Electra Townie Commute 27D - 2018,1,3,2018,899.99,2026-04-03T20:36:26,DeltaLake
257,Electra Amsterdam Fashion 3I Ladies' - 2017/2018,1,3,2018,899.99,2026-04-03T20:36:26,DeltaLake
258,Electra Amsterdam Royal 8I - 2017/2018,1,3,2018,1259.9,2026-04-03T20:36:26,DeltaLake
259,Electra Amsterdam Royal 8I Ladies - 2018,1,3,2018,1199.99,2026-04-03T20:36:26,DeltaLake
260,Electra Townie Balloon 3I Eq Ladies' - 2018,1,3,2018,799.99,2026-04-03T20:36:26,DeltaLake
261,Electra Townie Balloon 7I Eq - 2018,1,3,2018,899.99,2026-04-03T20:36:26,DeltaLake
262,Trek Mt 201 - 2018,9,1,2018,249.99,2026-04-03T20:36:26,DeltaLake
