order_id,item_id,product_id,quantity,list_price,discount,Extraction_Date,source,extraction_timestamp,data_source
31,2,9,2,2999.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
32,1,8,2,1799.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
32,2,12,2,549.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
32,3,25,2,499.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
33,1,23,2,299.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
33,2,7,1,3999.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
34,1,8,2,1799.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
34,2,10,2,1549.0,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
34,3,17,2,429.0,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
35,1,18,1,449.0,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
35,2,20,2,599.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
35,3,5,1,1320.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
35,4,21,2,269.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
35,5,22,1,269.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
36,1,9,1,2999.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
36,2,5,1,1320.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
36,3,3,2,999.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
37,1,16,2,599.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
38,1,7,2,3999.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
38,2,23,1,299.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
38,3,25,1,499.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
38,4,10,2,1549.0,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
38,5,24,1,549.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
39,1,22,2,269.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
39,2,16,2,599.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
39,3,3,2,999.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
39,4,15,1,529.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
40,1,17,1,429.0,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
40,2,8,2,1799.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
41,1,5,1,1320.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
41,2,19,2,449.0,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
41,3,26,2,599.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
42,1,19,1,449.0,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
43,1,13,2,269.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
43,2,12,2,549.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
44,1,7,1,3999.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
44,2,16,1,599.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
45,1,4,2,2899.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
45,2,22,1,269.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
45,3,21,2,269.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
46,1,17,1,429.0,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
47,1,6,1,469.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
47,2,15,1,529.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
47,3,25,2,499.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
47,4,13,1,269.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
48,1,11,1,1680.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
48,2,4,1,2899.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
48,3,5,2,1320.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
48,4,14,2,269.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
49,1,13,2,269.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
50,1,3,1,999.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
50,2,26,2,599.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
50,3,13,2,269.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
51,1,13,1,269.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
51,2,20,1,599.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
51,3,26,2,599.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
52,1,25,1,499.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
53,1,8,2,1799.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
53,2,23,2,299.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
53,3,14,2,269.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
53,4,25,2,499.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
54,1,26,2,599.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
54,2,3,1,999.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
55,1,21,1,269.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
55,2,25,2,499.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
55,3,15,2,529.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
56,1,20,2,599.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
57,1,23,2,299.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
57,2,19,2,449.0,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
57,3,13,1,269.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
58,1,14,2,269.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
58,2,18,1,449.0,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
58,3,23,1,299.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
59,1,21,1,269.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
59,2,2,1,749.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
59,3,17,2,429.0,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
60,1,14,2,269.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
60,2,4,1,2899.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
60,3,15,1,529.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
60,4,22,1,269.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
61,1,25,1,499.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
61,2,15,2,529.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
61,3,5,2,1320.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
62,1,14,1,269.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
62,2,8,2,1799.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
62,3,22,2,269.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
63,1,25,2,499.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
63,2,19,2,449.0,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
63,3,3,1,999.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
64,1,25,2,499.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
64,2,22,2,269.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
64,3,23,2,299.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
64,4,24,2,549.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
65,1,12,1,549.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
66,1,2,1,749.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
66,2,23,1,299.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
66,3,12,1,549.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
67,1,23,2,299.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
67,2,12,2,549.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
67,3,21,1,269.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
67,4,5,2,1320.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
67,5,19,1,449.0,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
68,1,13,2,269.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
68,2,17,1,429.0,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
69,1,22,2,269.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
69,2,5,1,1320.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
69,3,10,1,1549.0,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
70,1,3,2,999.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
70,2,18,1,449.0,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
70,3,20,1,599.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
71,1,26,2,599.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
71,2,24,1,549.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
71,3,18,1,449.0,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
72,1,17,2,429.0,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
72,2,12,1,549.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
72,3,13,2,269.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
73,1,22,1,269.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
73,2,26,2,599.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
73,3,3,2,999.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
73,4,25,1,499.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
73,5,23,2,299.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
74,1,16,2,599.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
74,2,6,1,469.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
75,1,3,1,999.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
75,2,7,2,3999.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
75,3,15,1,529.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
76,1,12,1,549.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
76,2,11,2,1680.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
76,3,5,1,1320.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
77,1,20,1,599.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
77,2,24,2,549.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
77,3,26,1,599.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
77,4,25,1,499.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
78,1,17,1,429.0,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
78,2,19,1,449.0,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
78,3,18,2,449.0,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
78,4,14,2,269.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
79,1,9,2,2999.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
79,2,17,2,429.0,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
79,3,6,1,469.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
79,4,25,2,499.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
80,1,26,1,599.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
80,2,24,1,549.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
80,3,17,1,429.0,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
81,1,10,2,1549.0,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
81,2,23,2,299.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
81,3,25,2,499.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
82,1,25,2,499.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
82,2,11,2,1680.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
83,1,20,1,599.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
83,2,3,2,999.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
84,1,23,2,299.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
84,2,15,2,529.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
85,1,4,2,2899.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
85,2,18,1,449.0,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
86,1,9,2,2999.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
86,2,23,2,299.99,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
86,3,21,2,269.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
86,4,15,1,529.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
87,1,20,2,599.99,0.2,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
87,2,23,2,299.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
88,1,10,1,1549.0,0.07,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
88,2,8,2,1799.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
88,3,7,1,3999.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
89,1,5,1,1320.99,0.05,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
89,2,6,2,469.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
90,1,3,1,999.99,0.1,1714563465,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables
