order_id,item_id,date_id,customer_id,product_id,store_id,staff_id,quantity,list_price_usd,discount,final_price_usd,final_price_EGP
25,4,20160118.0,657.0,14,2.0,6.0,1,269.99,0.2,215.99,11733.46
25,5,20160118.0,657.0,21,2.0,6.0,1,269.99,0.1,242.99,13200.15
26,1,20160118.0,1280.0,7,2.0,7.0,1,3999.99,0.05,3799.99,206429.16
26,2,20160118.0,1280.0,2,2.0,7.0,1,749.99,0.2,599.99,32593.73
26,3,20160118.0,1280.0,12,2.0,7.0,1,549.99,0.2,439.99,23901.95
26,4,20160118.0,1280.0,21,2.0,7.0,2,269.99,0.07,502.18,27280.3
27,1,20160119.0,57.0,5,2.0,7.0,1,1320.99,0.2,1056.79,57408.75
27,2,20160119.0,57.0,19,2.0,7.0,1,449.0,0.2,359.2,19513.04
27,3,20160119.0,57.0,26,2.0,7.0,2,599.99,0.07,1115.98,60624.13
27,4,20160119.0,57.0,8,2.0,7.0,1,1799.99,0.07,1673.99,90937.2
28,1,20160119.0,252.0,5,2.0,6.0,1,1320.99,0.05,1254.94,68172.89
28,2,20160119.0,252.0,7,2.0,6.0,2,3999.99,0.2,6399.98,347670.17
28,3,20160119.0,252.0,14,2.0,6.0,2,269.99,0.1,485.98,26400.29
28,4,20160119.0,252.0,6,2.0,6.0,1,469.99,0.05,446.49,24254.97
29,1,20160120.0,437.0,24,2.0,6.0,2,549.99,0.05,1044.98,56767.13
29,2,20160120.0,437.0,6,2.0,6.0,1,469.99,0.2,375.99,20425.24
29,3,20160120.0,437.0,21,2.0,6.0,2,269.99,0.1,485.98,26400.29
29,4,20160120.0,437.0,8,2.0,6.0,1,1799.99,0.2,1439.99,78225.55
29,5,20160120.0,437.0,14,2.0,6.0,2,269.99,0.05,512.98,27866.97
30,1,20160120.0,1348.0,26,2.0,6.0,1,599.99,0.05,569.99,30963.94
30,2,20160120.0,1348.0,17,2.0,6.0,1,429.0,0.07,398.97,21673.49
30,3,20160120.0,1348.0,19,2.0,6.0,1,449.0,0.1,404.1,21952.17
30,4,20160120.0,1348.0,4,2.0,6.0,1,2899.99,0.1,2609.99,141784.11
30,5,20160120.0,1348.0,7,2.0,6.0,2,3999.99,0.1,7199.98,391128.94
31,1,20160120.0,1238.0,11,3.0,8.0,2,1680.99,0.05,3193.88,173503.11
31,2,20160120.0,1238.0,9,3.0,8.0,2,2999.99,0.2,4799.98,260752.41
32,1,20160121.0,1259.0,8,1.0,3.0,2,1799.99,0.07,3347.98,181874.4
32,2,20160121.0,1259.0,12,1.0,3.0,2,549.99,0.07,1022.98,55572.03
32,3,20160121.0,1259.0,25,1.0,3.0,2,499.99,0.1,899.98,48890.26
33,1,20160121.0,236.0,23,2.0,6.0,2,299.99,0.07,557.98,30311.56
33,2,20160121.0,236.0,7,2.0,6.0,1,3999.99,0.1,3599.99,195564.47
34,1,20160122.0,80.0,8,2.0,6.0,2,1799.99,0.07,3347.98,181874.4
34,2,20160122.0,80.0,10,2.0,6.0,2,1549.0,0.1,2788.2,151465.06
34,3,20160122.0,80.0,17,2.0,6.0,2,429.0,0.2,686.4,37287.72
35,1,20160122.0,813.0,18,2.0,7.0,1,449.0,0.05,426.55,23171.73
35,2,20160122.0,813.0,20,2.0,7.0,2,599.99,0.05,1139.98,61927.87
35,3,20160122.0,813.0,5,2.0,7.0,1,1320.99,0.2,1056.79,57408.75
35,4,20160122.0,813.0,21,2.0,7.0,2,269.99,0.07,502.18,27280.3
35,5,20160122.0,813.0,22,2.0,7.0,1,269.99,0.07,251.09,13640.15
36,1,20160123.0,1321.0,9,2.0,6.0,1,2999.99,0.07,2789.99,151562.34
36,2,20160123.0,1321.0,5,2.0,6.0,1,1320.99,0.05,1254.94,68172.89
36,3,20160123.0,1321.0,3,2.0,6.0,2,999.99,0.2,1599.98,86916.89
37,1,20160125.0,164.0,16,2.0,6.0,2,599.99,0.05,1139.98,61927.87
38,1,20160125.0,583.0,7,2.0,7.0,2,3999.99,0.05,7599.98,412858.33
38,2,20160125.0,583.0,23,2.0,7.0,1,299.99,0.07,278.99,15155.78
38,3,20160125.0,583.0,25,2.0,7.0,1,499.99,0.2,399.99,21729.01
38,4,20160125.0,583.0,10,2.0,7.0,2,1549.0,0.1,2788.2,151465.06
38,5,20160125.0,583.0,24,2.0,7.0,1,549.99,0.07,511.49,27786.02
39,1,20160125.0,1296.0,22,2.0,7.0,2,269.99,0.2,431.98,23466.93
39,2,20160125.0,1296.0,16,2.0,7.0,2,599.99,0.2,959.98,52149.79
39,3,20160125.0,1296.0,3,2.0,7.0,2,999.99,0.05,1899.98,103213.81
39,4,20160125.0,1296.0,15,2.0,7.0,1,529.99,0.1,476.99,25911.87
40,1,20160127.0,348.0,17,1.0,3.0,1,429.0,0.2,343.2,18643.86
40,2,20160127.0,348.0,8,1.0,3.0,2,1799.99,0.2,2879.98,156451.1
41,1,20160127.0,979.0,5,2.0,6.0,1,1320.99,0.1,1188.89,64584.84
41,2,20160127.0,979.0,19,2.0,6.0,2,449.0,0.2,718.4,39026.07
41,3,20160127.0,979.0,26,2.0,6.0,2,599.99,0.2,959.98,52149.79
42,1,20160127.0,1095.0,19,2.0,7.0,1,449.0,0.05,426.55,23171.73
43,1,20160127.0,1434.0,13,2.0,7.0,2,269.99,0.1,485.98,26400.29
43,2,20160127.0,1434.0,12,2.0,7.0,2,549.99,0.05,1044.98,56767.13
44,1,20160128.0,861.0,7,2.0,7.0,1,3999.99,0.1,3599.99,195564.47
44,2,20160128.0,861.0,16,2.0,7.0,1,599.99,0.05,569.99,30963.94
45,1,20160128.0,1220.0,4,2.0,7.0,2,2899.99,0.2,4639.98,252060.63
45,2,20160128.0,1220.0,22,2.0,7.0,1,269.99,0.07,251.09,13640.15
45,3,20160128.0,1220.0,21,2.0,7.0,2,269.99,0.05,512.98,27866.97
46,1,20160129.0,746.0,17,2.0,7.0,1,429.0,0.1,386.1,20974.34
47,1,20160129.0,1234.0,6,2.0,7.0,1,469.99,0.05,446.49,24254.97
47,2,20160129.0,1234.0,15,2.0,7.0,1,529.99,0.1,476.99,25911.87
47,3,20160129.0,1234.0,25,2.0,7.0,2,499.99,0.07,929.98,50519.94
47,4,20160129.0,1234.0,13,2.0,7.0,1,269.99,0.2,215.99,11733.46
48,1,20160130.0,1012.0,11,2.0,7.0,1,1680.99,0.1,1512.89,82185.69
48,2,20160130.0,1012.0,4,2.0,7.0,1,2899.99,0.2,2319.99,126030.32
48,3,20160130.0,1012.0,5,2.0,7.0,2,1320.99,0.1,2377.78,129169.68
48,4,20160130.0,1012.0,14,2.0,7.0,2,269.99,0.07,502.18,27280.3
49,1,20160131.0,608.0,13,2.0,6.0,2,269.99,0.07,502.18,27280.3
50,1,20160131.0,872.0,3,3.0,8.0,1,999.99,0.05,949.99,51606.9
50,2,20160131.0,872.0,26,3.0,8.0,2,599.99,0.07,1115.98,60624.13
50,3,20160131.0,872.0,13,3.0,8.0,2,269.99,0.2,431.98,23466.93
51,1,20160201.0,1047.0,13,2.0,7.0,1,269.99,0.05,256.49,13933.49
51,2,20160201.0,1047.0,20,2.0,7.0,1,599.99,0.05,569.99,30963.94
51,3,20160201.0,1047.0,26,2.0,7.0,2,599.99,0.2,959.98,52149.79
52,1,20160203.0,767.0,25,1.0,2.0,1,499.99,0.07,464.99,25259.97
53,1,20160203.0,965.0,8,2.0,6.0,2,1799.99,0.2,2879.98,156451.1
53,2,20160203.0,965.0,23,2.0,6.0,2,299.99,0.05,569.98,30963.42
53,3,20160203.0,965.0,14,2.0,6.0,2,269.99,0.2,431.98,23466.93
53,4,20160203.0,965.0,25,2.0,6.0,2,499.99,0.1,899.98,48890.26
54,1,20160204.0,535.0,26,2.0,7.0,2,599.99,0.2,959.98,52149.79
54,2,20160204.0,535.0,3,2.0,7.0,1,999.99,0.2,799.99,43458.45
55,1,20160204.0,1173.0,21,2.0,6.0,1,269.99,0.05,256.49,13933.49
55,2,20160204.0,1173.0,25,2.0,6.0,2,499.99,0.2,799.98,43458.01
55,3,20160204.0,1173.0,15,2.0,6.0,2,529.99,0.2,847.98,46065.54
56,1,20160204.0,1241.0,20,2.0,6.0,2,599.99,0.07,1115.98,60624.13
57,1,20160204.0,1305.0,23,2.0,7.0,2,299.99,0.1,539.98,29333.77
57,2,20160204.0,1305.0,19,2.0,7.0,2,449.0,0.2,718.4,39026.07
57,3,20160204.0,1305.0,13,2.0,7.0,1,269.99,0.07,251.09,13640.15
58,1,20160205.0,504.0,14,2.0,6.0,2,269.99,0.05,512.98,27866.97
58,2,20160205.0,504.0,18,2.0,6.0,1,449.0,0.07,417.57,22683.91
58,3,20160205.0,504.0,23,2.0,6.0,1,299.99,0.1,269.99,14666.88
59,1,20160205.0,563.0,21,2.0,7.0,1,269.99,0.05,256.49,13933.49
59,2,20160205.0,563.0,2,2.0,7.0,1,749.99,0.1,674.99,36667.94
59,3,20160205.0,563.0,17,2.0,7.0,2,429.0,0.1,772.2,41948.68
60,1,20160206.0,151.0,14,1.0,3.0,2,269.99,0.05,512.98,27866.97
60,2,20160206.0,151.0,4,1.0,3.0,1,2899.99,0.1,2609.99,141784.11
60,3,20160206.0,151.0,15,1.0,3.0,1,529.99,0.07,492.89,26775.6
60,4,20160206.0,151.0,22,1.0,3.0,1,269.99,0.2,215.99,11733.46
61,1,20160206.0,277.0,25,2.0,7.0,1,499.99,0.1,449.99,24445.13
61,2,20160206.0,277.0,15,2.0,7.0,2,529.99,0.05,1006.98,54702.83
61,3,20160206.0,277.0,5,2.0,7.0,2,1320.99,0.2,2113.58,114817.49
62,1,20160207.0,208.0,14,1.0,2.0,1,269.99,0.07,251.09,13640.15
62,2,20160207.0,208.0,8,1.0,2.0,2,1799.99,0.1,3239.98,176007.49
62,3,20160207.0,208.0,22,1.0,2.0,2,269.99,0.1,485.98,26400.29
63,1,20160207.0,1075.0,25,2.0,7.0,2,499.99,0.1,899.98,48890.26
63,2,20160207.0,1075.0,19,2.0,7.0,2,449.0,0.05,853.1,46343.46
63,3,20160207.0,1075.0,3,2.0,7.0,1,999.99,0.1,899.99,48890.75
64,1,20160207.0,1185.0,25,2.0,6.0,2,499.99,0.1,899.98,48890.26
64,2,20160207.0,1185.0,22,2.0,6.0,2,269.99,0.2,431.98,23466.93
64,3,20160207.0,1185.0,23,2.0,6.0,2,299.99,0.2,479.98,26074.46
64,4,20160207.0,1185.0,24,2.0,6.0,2,549.99,0.1,989.98,53779.39
65,1,20160208.0,996.0,12,2.0,6.0,1,549.99,0.1,494.99,26889.69
66,1,20160209.0,1253.0,2,2.0,7.0,1,749.99,0.2,599.99,32593.73
66,2,20160209.0,1253.0,23,2.0,7.0,1,299.99,0.07,278.99,15155.78
66,3,20160209.0,1253.0,12,2.0,7.0,1,549.99,0.07,511.49,27786.02
67,1,20160209.0,526.0,23,3.0,8.0,2,299.99,0.2,479.98,26074.46
67,2,20160209.0,526.0,12,3.0,8.0,2,549.99,0.1,989.98,53779.39
67,3,20160209.0,526.0,21,3.0,8.0,1,269.99,0.2,215.99,11733.46
67,4,20160209.0,526.0,5,3.0,8.0,2,1320.99,0.1,2377.78,129169.68
67,5,20160209.0,526.0,19,3.0,8.0,1,449.0,0.2,359.2,19513.04
68,1,20160210.0,381.0,13,2.0,6.0,2,269.99,0.07,502.18,27280.3
68,2,20160210.0,381.0,17,2.0,6.0,1,429.0,0.1,386.1,20974.34
69,1,20160210.0,1413.0,22,2.0,7.0,2,269.99,0.1,485.98,26400.29
69,2,20160210.0,1413.0,5,2.0,7.0,1,1320.99,0.2,1056.79,57408.75
69,3,20160210.0,1413.0,10,2.0,7.0,1,1549.0,0.05,1471.55,79939.89
70,1,,,3,,,2,999.99,0.05,1899.98,103213.81
70,2,,,18,,,1,449.0,0.2,359.2,19513.04
70,3,,,20,,,1,599.99,0.05,569.99,30963.94
71,1,20160211.0,797.0,26,2.0,7.0,2,599.99,0.05,1139.98,61927.87
71,2,20160211.0,797.0,24,2.0,7.0,1,549.99,0.2,439.99,23901.95
71,3,20160211.0,797.0,18,2.0,7.0,1,449.0,0.1,404.1,21952.17
72,1,20160212.0,1386.0,17,1.0,2.0,2,429.0,0.07,797.94,43346.97
72,2,20160212.0,1386.0,12,1.0,2.0,1,549.99,0.05,522.49,28383.56
72,3,20160212.0,1386.0,13,1.0,2.0,2,269.99,0.1,485.98,26400.29
73,1,20160212.0,612.0,22,2.0,7.0,1,269.99,0.07,251.09,13640.15
73,2,20160212.0,612.0,26,2.0,7.0,2,599.99,0.05,1139.98,61927.87
73,3,20160212.0,612.0,3,2.0,7.0,2,999.99,0.07,1859.98,101040.89
73,4,20160212.0,612.0,25,2.0,7.0,1,499.99,0.07,464.99,25259.97
73,5,20160212.0,612.0,23,2.0,7.0,2,299.99,0.2,479.98,26074.46
74,1,20160213.0,264.0,16,2.0,7.0,2,599.99,0.05,1139.98,61927.87
74,2,20160213.0,264.0,6,2.0,7.0,1,469.99,0.07,437.09,23744.34
75,1,20160214.0,587.0,3,2.0,6.0,1,999.99,0.1,899.99,48890.75
75,2,20160214.0,587.0,7,2.0,6.0,2,3999.99,0.07,7439.98,404166.57
75,3,20160214.0,587.0,15,2.0,6.0,1,529.99,0.2,423.99,23032.77
76,1,,,12,,,1,549.99,0.05,522.49,28383.56
76,2,,,11,,,2,1680.99,0.1,3025.78,164371.37
76,3,,,5,,,1,1320.99,0.07,1228.52,66737.67
77,1,20160216.0,385.0,20,1.0,2.0,1,599.99,0.07,557.99,30312.06
77,2,20160216.0,385.0,24,1.0,2.0,2,549.99,0.1,989.98,53779.39
77,3,20160216.0,385.0,26,1.0,2.0,1,599.99,0.2,479.99,26074.89
77,4,20160216.0,385.0,25,1.0,2.0,1,499.99,0.2,399.99,21729.01
78,1,20160216.0,1182.0,17,2.0,7.0,1,429.0,0.07,398.97,21673.49
78,2,20160216.0,1182.0,19,2.0,7.0,1,449.0,0.2,359.2,19513.04
78,3,20160216.0,1182.0,18,2.0,7.0,2,449.0,0.1,808.2,43904.33
78,4,20160216.0,1182.0,14,2.0,7.0,2,269.99,0.1,485.98,26400.29
79,1,20160217.0,529.0,9,1.0,3.0,2,2999.99,0.1,5399.98,293346.46
79,2,20160217.0,529.0,17,1.0,3.0,2,429.0,0.05,815.1,44279.17
79,3,20160217.0,529.0,6,1.0,3.0,1,469.99,0.1,422.99,22978.39
79,4,20160217.0,529.0,25,1.0,3.0,2,499.99,0.07,929.98,50519.94
80,1,20160217.0,397.0,26,2.0,6.0,1,599.99,0.1,539.99,29334.26
80,2,20160217.0,397.0,24,2.0,6.0,1,549.99,0.1,494.99,26889.69
80,3,20160217.0,397.0,17,2.0,6.0,1,429.0,0.2,343.2,18643.86
81,1,20160217.0,521.0,10,2.0,6.0,2,1549.0,0.2,2478.4,134635.61
81,2,20160217.0,521.0,23,2.0,6.0,2,299.99,0.05,569.98,30963.42
81,3,20160217.0,521.0,25,2.0,6.0,2,499.99,0.05,949.98,51606.39
82,1,20160218.0,1223.0,25,2.0,6.0,2,499.99,0.1,899.98,48890.26
82,2,20160218.0,1223.0,11,2.0,6.0,2,1680.99,0.2,2689.58,146107.89
83,1,20160219.0,393.0,20,1.0,3.0,1,599.99,0.2,479.99,26074.89
83,2,20160219.0,393.0,3,1.0,3.0,2,999.99,0.05,1899.98,103213.81
84,1,20160220.0,317.0,23,2.0,7.0,2,299.99,0.07,557.98,30311.56
84,2,20160220.0,317.0,15,2.0,7.0,2,529.99,0.07,985.78,53551.19
85,1,20160220.0,1174.0,4,2.0,7.0,2,2899.99,0.05,5509.98,299322.0
85,2,20160220.0,1174.0,18,2.0,7.0,1,449.0,0.07,417.57,22683.91
86,1,20160221.0,276.0,9,2.0,7.0,2,2999.99,0.1,5399.98,293346.46
86,2,20160221.0,276.0,23,2.0,7.0,2,299.99,0.07,557.98,30311.56
86,3,20160221.0,276.0,21,2.0,7.0,2,269.99,0.2,431.98,23466.93
86,4,20160221.0,276.0,15,2.0,7.0,1,529.99,0.1,476.99,25911.87
87,1,20160221.0,516.0,20,2.0,6.0,2,599.99,0.2,959.98,52149.79
87,2,20160221.0,516.0,23,2.0,6.0,2,299.99,0.1,539.98,29333.77
88,1,20160221.0,1069.0,10,2.0,6.0,1,1549.0,0.07,1440.57,78256.95
88,2,20160221.0,1069.0,8,2.0,6.0,2,1799.99,0.1,3239.98,176007.49
88,3,20160221.0,1069.0,7,2.0,6.0,1,3999.99,0.1,3599.99,195564.47
89,1,20160221.0,668.0,5,3.0,8.0,1,1320.99,0.05,1254.94,68172.89
89,2,20160221.0,668.0,6,3.0,8.0,2,469.99,0.1,845.98,45956.79
90,1,20160223.0,414.0,3,2.0,7.0,1,999.99,0.1,899.99,48890.75
90,2,20160223.0,414.0,6,2.0,7.0,1,469.99,0.07,437.09,23744.34
91,1,20160225.0,648.0,11,1.0,2.0,1,1680.99,0.1,1512.89,82185.69
91,2,20160225.0,648.0,25,1.0,2.0,1,499.99,0.05,474.99,25803.19
91,3,20160225.0,648.0,15,1.0,2.0,2,529.99,0.07,985.78,53551.19
91,4,20160225.0,648.0,13,1.0,2.0,2,269.99,0.07,502.18,27280.3
92,1,20160225.0,1309.0,8,2.0,7.0,1,1799.99,0.1,1619.99,88003.74
93,1,20160226.0,1328.0,22,1.0,3.0,2,269.99,0.07,502.18,27280.3
93,2,20160226.0,1328.0,17,1.0,3.0,1,429.0,0.05,407.55,22139.58
93,3,20160226.0,1328.0,21,1.0,3.0,1,269.99,0.1,242.99,13200.15
93,4,20160226.0,1328.0,2,1.0,3.0,1,749.99,0.2,599.99,32593.73
93,5,20160226.0,1328.0,10,1.0,3.0,2,1549.0,0.07,2881.14,156513.9
94,1,20160227.0,929.0,12,1.0,2.0,1,549.99,0.05,522.49,28383.56
94,2,20160227.0,929.0,4,1.0,2.0,1,2899.99,0.2,2319.99,126030.32
94,3,20160227.0,929.0,11,1.0,2.0,1,1680.99,0.2,1344.79,73053.94
94,4,20160227.0,929.0,21,1.0,2.0,2,269.99,0.07,502.18,27280.3
95,1,20160227.0,218.0,10,2.0,7.0,2,1549.0,0.2,2478.4,134635.61
95,2,20160227.0,218.0,19,2.0,7.0,1,449.0,0.1,404.1,21952.17
95,3,20160227.0,218.0,8,2.0,7.0,2,1799.99,0.2,2879.98,156451.1
95,4,20160227.0,218.0,20,2.0,7.0,2,599.99,0.05,1139.98,61927.87
96,1,20160227.0,1094.0,26,2.0,7.0,1,599.99,0.1,539.99,29334.26
96,2,20160227.0,1094.0,23,2.0,7.0,1,299.99,0.05,284.99,15481.71
97,1,20160228.0,204.0,20,2.0,7.0,2,599.99,0.2,959.98,52149.79
97,2,20160228.0,204.0,2,2.0,7.0,1,749.99,0.07,697.49,37890.21
97,3,20160228.0,204.0,6,2.0,7.0,2,469.99,0.2,751.98,40850.48
97,4,20160228.0,204.0,19,2.0,7.0,1,449.0,0.1,404.1,21952.17
98,1,20160228.0,1194.0,19,2.0,6.0,1,449.0,0.07,417.57,22683.91
98,2,20160228.0,1194.0,21,2.0,6.0,1,269.99,0.1,242.99,13200.15
98,3,20160228.0,1194.0,2,2.0,6.0,1,749.99,0.2,599.99,32593.73
98,4,20160228.0,1194.0,22,2.0,6.0,2,269.99,0.2,431.98,23466.93
99,1,20160229.0,1165.0,13,3.0,9.0,1,269.99,0.2,215.99,11733.46
99,2,20160229.0,1165.0,21,3.0,9.0,1,269.99,0.2,215.99,11733.46
99,3,20160229.0,1165.0,25,3.0,9.0,2,499.99,0.05,949.98,51606.39
99,4,20160229.0,1165.0,7,3.0,9.0,2,3999.99,0.07,7439.98,404166.57
99,5,20160229.0,1165.0,23,3.0,9.0,2,299.99,0.2,479.98,26074.46
100,1,20160301.0,1237.0,12,2.0,7.0,2,549.99,0.05,1044.98,56767.13
100,2,20160301.0,1237.0,11,2.0,7.0,2,1680.99,0.1,3025.78,164371.37
100,3,20160301.0,1237.0,7,2.0,7.0,2,3999.99,0.2,6399.98,347670.17
100,4,20160301.0,1237.0,16,2.0,7.0,2,599.99,0.2,959.98,52149.79
100,5,20160301.0,1237.0,24,2.0,7.0,2,549.99,0.1,989.98,53779.39
101,1,20160301.0,271.0,12,3.0,8.0,2,549.99,0.2,879.98,47803.9
102,1,20160302.0,336.0,15,2.0,7.0,1,529.99,0.05,503.49,27351.42
102,2,20160302.0,336.0,22,2.0,7.0,1,269.99,0.07,251.09,13640.15
103,1,20160303.0,991.0,17,1.0,2.0,1,429.0,0.07,398.97,21673.49
103,2,20160303.0,991.0,3,1.0,2.0,1,999.99,0.05,949.99,51606.9
103,3,20160303.0,991.0,18,1.0,2.0,1,449.0,0.2,359.2,19513.04
103,4,20160303.0,991.0,15,1.0,2.0,2,529.99,0.1,953.98,51823.74
103,5,20160303.0,991.0,9,1.0,2.0,2,2999.99,0.1,5399.98,293346.46
104,1,20160303.0,7.0,19,2.0,7.0,2,449.0,0.1,808.2,43904.33
104,2,20160303.0,7.0,26,2.0,7.0,1,599.99,0.05,569.99,30963.94
105,1,20160303.0,306.0,11,2.0,7.0,2,1680.99,0.2,2689.58,146107.89
105,2,20160303.0,306.0,3,2.0,7.0,1,999.99,0.05,949.99,51606.9
105,3,20160303.0,306.0,9,2.0,7.0,1,2999.99,0.05,2849.99,154821.74
106,1,20160304.0,422.0,17,3.0,9.0,1,429.0,0.1,386.1,20974.34
106,2,20160304.0,422.0,13,3.0,9.0,2,269.99,0.1,485.98,26400.29
107,1,20160306.0,633.0,19,1.0,2.0,1,449.0,0.2,359.2,19513.04
107,2,20160306.0,633.0,13,1.0,2.0,2,269.99,0.1,485.98,26400.29
