order_id,order_status,order_status_label,order_date,required_date,shipped_date,latency_days,is_late_delivery,delivery_status,is_local_customer,customer_state,store_state
118,4,Completed,2016-03-12,2016-03-14,2016-03-13,1.0,False,On-Time,True,Ca,Ca
119,4,Completed,2016-03-12,2016-03-14,2016-03-14,2.0,False,On-Time,True,Ny,Ny
120,4,Completed,2016-03-14,2016-03-15,2016-03-17,3.0,True,Late,True,Ny,Ny
121,4,Completed,2016-03-14,2016-03-15,2016-03-16,2.0,True,Late,True,Ny,Ny
122,4,Completed,2016-03-14,2016-03-16,2016-03-15,1.0,False,On-Time,True,Ny,Ny
123,4,Completed,2016-03-15,2016-03-18,2016-03-17,2.0,False,On-Time,True,Ny,Ny
124,4,Completed,2016-03-16,2016-03-18,2016-03-17,1.0,False,On-Time,True,Ca,Ca
125,4,Completed,2016-03-16,2016-03-19,2016-03-17,1.0,False,On-Time,True,Ny,Ny
126,4,Completed,2016-03-16,2016-03-18,2016-03-18,2.0,False,On-Time,True,Ny,Ny
127,4,Completed,2016-03-17,2016-03-18,2016-03-19,2.0,True,Late,True,Tx,Tx
128,4,Completed,2016-03-18,2016-03-20,2016-03-21,3.0,True,Late,True,Ny,Ny
129,4,Completed,2016-03-19,2016-03-21,2016-03-21,2.0,False,On-Time,True,Ny,Ny
130,4,Completed,2016-03-19,2016-03-22,2016-03-20,1.0,False,On-Time,True,Ny,Ny
131,4,Completed,2016-03-19,2016-03-22,2016-03-20,1.0,False,On-Time,True,Tx,Tx
132,4,Completed,2016-03-20,2016-03-22,2016-03-23,3.0,True,Late,True,Ca,Ca
133,4,Completed,2016-03-20,2016-03-22,2016-03-21,1.0,False,On-Time,True,Ny,Ny
134,4,Completed,2016-03-20,2016-03-21,2016-03-21,1.0,False,On-Time,True,Ny,Ny
135,4,Completed,2016-03-21,2016-03-23,2016-03-23,2.0,False,On-Time,True,Ny,Ny
136,4,Completed,2016-03-21,2016-03-24,2016-03-23,2.0,False,On-Time,True,Tx,Tx
137,4,Completed,2016-03-23,2016-03-26,2016-03-25,2.0,False,On-Time,True,Ny,Ny
138,4,Completed,2016-03-23,2016-03-24,2016-03-25,2.0,True,Late,True,Ny,Ny
139,4,Completed,2016-03-23,2016-03-24,2016-03-26,3.0,True,Late,True,Ny,Ny
140,4,Completed,2016-03-23,2016-03-26,2016-03-26,3.0,False,On-Time,True,Ny,Ny
141,4,Completed,2016-03-25,2016-03-27,2016-03-26,1.0,False,On-Time,True,Ny,Ny
142,4,Completed,2016-03-26,2016-03-27,2016-03-27,1.0,False,On-Time,True,Ca,Ca
143,4,Completed,2016-03-26,2016-03-28,2016-03-28,2.0,False,On-Time,True,Ny,Ny
144,4,Completed,2016-03-26,2016-03-29,2016-03-29,3.0,False,On-Time,True,Ny,Ny
145,4,Completed,2016-03-27,2016-03-29,2016-03-30,3.0,True,Late,True,Ny,Ny
146,4,Completed,2016-03-28,2016-03-30,2016-03-30,2.0,False,On-Time,True,Ca,Ca
147,4,Completed,2016-03-28,2016-03-31,2016-03-31,3.0,False,On-Time,True,Ny,Ny
148,4,Completed,2016-03-28,2016-03-30,2016-03-30,2.0,False,On-Time,True,Ny,Ny
149,4,Completed,2016-03-28,2016-03-30,2016-03-29,1.0,False,On-Time,True,Ny,Ny
150,4,Completed,2016-03-29,2016-03-31,2016-04-01,3.0,True,Late,True,Ca,Ca
151,4,Completed,2016-03-29,2016-04-01,2016-03-31,2.0,False,On-Time,True,Ca,Ca
152,4,Completed,2016-03-29,2016-03-30,2016-03-30,1.0,False,On-Time,True,Ny,Ny
153,4,Completed,2016-03-30,2016-04-02,2016-04-01,2.0,False,On-Time,True,Ny,Ny
154,4,Completed,2016-03-31,2016-04-01,2016-04-01,1.0,False,On-Time,True,Ca,Ca
155,4,Completed,2016-04-02,2016-04-03,2016-04-04,2.0,True,Late,True,Ny,Ny
156,4,Completed,2016-04-03,2016-04-06,2016-04-05,2.0,False,On-Time,True,Ca,Ca
157,4,Completed,2016-04-03,2016-04-06,2016-04-06,3.0,False,On-Time,True,Tx,Tx
159,4,Completed,2016-04-04,2016-04-06,2016-04-06,2.0,False,On-Time,True,Ca,Ca
160,4,Completed,2016-04-04,2016-04-06,2016-04-06,2.0,False,On-Time,True,Ny,Ny
161,4,Completed,2016-04-04,2016-04-07,2016-04-05,1.0,False,On-Time,True,Ny,Ny
162,4,Completed,2016-04-06,2016-04-08,2016-04-07,1.0,False,On-Time,True,Ca,Ca
163,4,Completed,2016-04-06,2016-04-07,2016-04-07,1.0,False,On-Time,True,Ny,Ny
164,4,Completed,2016-04-07,2016-04-08,2016-04-09,2.0,True,Late,True,Ny,Ny
165,4,Completed,2016-04-08,2016-04-10,2016-04-10,2.0,False,On-Time,True,Ca,Ca
166,4,Completed,2016-04-08,2016-04-11,2016-04-11,3.0,False,On-Time,True,Ny,Ny
167,4,Completed,2016-04-08,2016-04-09,2016-04-11,3.0,True,Late,True,Ny,Ny
168,4,Completed,2016-04-09,2016-04-12,2016-04-11,2.0,False,On-Time,True,Ca,Ca
169,4,Completed,2016-04-10,2016-04-11,2016-04-11,1.0,False,On-Time,True,Ny,Ny
170,4,Completed,2016-04-10,2016-04-11,2016-04-13,3.0,True,Late,True,Ny,Ny
171,4,Completed,2016-04-11,2016-04-14,2016-04-14,3.0,False,On-Time,True,Ca,Ca
172,4,Completed,2016-04-11,2016-04-12,2016-04-14,3.0,True,Late,True,Ny,Ny
173,4,Completed,2016-04-11,2016-04-14,2016-04-13,2.0,False,On-Time,True,Tx,Tx
174,4,Completed,2016-04-12,2016-04-13,2016-04-15,3.0,True,Late,True,Ny,Ny
175,4,Completed,2016-04-13,2016-04-14,2016-04-14,1.0,False,On-Time,True,Ny,Ny
176,4,Completed,2016-04-15,2016-04-16,2016-04-17,2.0,True,Late,True,Ny,Ny
177,4,Completed,2016-04-16,2016-04-19,2016-04-19,3.0,False,On-Time,True,Ca,Ca
178,4,Completed,2016-04-16,2016-04-17,2016-04-18,2.0,True,Late,True,Ny,Ny
179,4,Completed,2016-04-17,2016-04-19,2016-04-19,2.0,False,On-Time,True,Ny,Ny
180,4,Completed,2016-04-17,2016-04-20,2016-04-19,2.0,False,On-Time,True,Ny,Ny
181,4,Completed,2016-04-18,2016-04-20,2016-04-20,2.0,False,On-Time,True,Ca,Ca
182,4,Completed,2016-04-18,2016-04-19,2016-04-20,2.0,True,Late,True,Ny,Ny
183,4,Completed,2016-04-19,2016-04-20,2016-04-20,1.0,False,On-Time,True,Ny,Ny
184,4,Completed,2016-04-19,2016-04-21,2016-04-22,3.0,True,Late,True,Ny,Ny
186,4,Completed,2016-04-21,2016-04-22,2016-04-24,3.0,True,Late,True,Ny,Ny
187,4,Completed,2016-04-22,2016-04-23,2016-04-24,2.0,True,Late,True,Ny,Ny
188,4,Completed,2016-04-22,2016-04-23,2016-04-25,3.0,True,Late,True,Ny,Ny
189,4,Completed,2016-04-23,2016-04-24,2016-04-26,3.0,True,Late,True,Ca,Ca
190,4,Completed,2016-04-23,2016-04-25,2016-04-25,2.0,False,On-Time,True,Ny,Ny
191,4,Completed,2016-04-27,2016-04-28,2016-04-28,1.0,False,On-Time,True,Ca,Ca
192,4,Completed,2016-04-27,2016-04-28,2016-04-29,2.0,True,Late,True,Ny,Ny
193,4,Completed,2016-04-28,2016-04-30,2016-04-30,2.0,False,On-Time,True,Ca,Ca
194,4,Completed,2016-04-28,2016-04-30,2016-05-01,3.0,True,Late,True,Ny,Ny
195,4,Completed,2016-04-28,2016-05-01,2016-05-01,3.0,False,On-Time,True,Ny,Ny
196,4,Completed,2016-04-28,2016-04-30,2016-05-01,3.0,True,Late,True,Ny,Ny
197,4,Completed,2016-04-30,2016-05-03,2016-05-03,3.0,False,On-Time,True,Ny,Ny
198,4,Completed,2016-05-01,2016-05-04,2016-05-03,2.0,False,On-Time,True,Ny,Ny
199,4,Completed,2016-05-01,2016-05-04,2016-05-04,3.0,False,On-Time,True,Ny,Ny
200,4,Completed,2016-05-01,2016-05-03,2016-05-03,2.0,False,On-Time,True,Ny,Ny
201,4,Completed,2016-05-01,2016-05-04,2016-05-02,1.0,False,On-Time,True,Tx,Tx
202,4,Completed,2016-05-03,2016-05-05,2016-05-04,1.0,False,On-Time,True,Ca,Ca
203,4,Completed,2016-05-03,2016-05-05,2016-05-06,3.0,True,Late,True,Tx,Tx
204,4,Completed,2016-05-04,2016-05-07,2016-05-06,2.0,False,On-Time,True,Ny,Ny
205,4,Completed,2016-05-04,2016-05-05,2016-05-06,2.0,True,Late,True,Ny,Ny
206,4,Completed,2016-05-04,2016-05-06,2016-05-05,1.0,False,On-Time,True,Tx,Tx
207,4,Completed,2016-05-05,2016-05-07,2016-05-07,2.0,False,On-Time,True,Ny,Ny
208,4,Completed,2016-05-06,2016-05-07,2016-05-09,3.0,True,Late,True,Ny,Ny
209,4,Completed,2016-05-07,2016-05-08,2016-05-08,1.0,False,On-Time,True,Ny,Ny
210,4,Completed,2016-05-07,2016-05-08,2016-05-09,2.0,True,Late,True,Ny,Ny
211,4,Completed,2016-05-07,2016-05-09,2016-05-08,1.0,False,On-Time,True,Ny,Ny
212,4,Completed,2016-05-08,2016-05-09,2016-05-11,3.0,True,Late,True,Ny,Ny
213,4,Completed,2016-05-08,2016-05-09,2016-05-09,1.0,False,On-Time,True,Tx,Tx
214,4,Completed,2016-05-10,2016-05-12,2016-05-11,1.0,False,On-Time,True,Ny,Ny
215,4,Completed,2016-05-10,2016-05-13,2016-05-12,2.0,False,On-Time,True,Ny,Ny
216,4,Completed,2016-05-11,2016-05-14,2016-05-13,2.0,False,On-Time,True,Ca,Ca
217,4,Completed,2016-05-11,2016-05-12,2016-05-14,3.0,True,Late,True,Ny,Ny
218,4,Completed,2016-05-12,2016-05-14,2016-05-14,2.0,False,On-Time,True,Ny,Ny
219,4,Completed,2016-05-12,2016-05-15,2016-05-15,3.0,False,On-Time,True,Ny,Ny
220,4,Completed,2016-05-12,2016-05-14,2016-05-15,3.0,True,Late,True,Ny,Ny
221,4,Completed,2016-05-13,2016-05-16,2016-05-14,1.0,False,On-Time,True,Ca,Ca
222,4,Completed,2016-05-13,2016-05-16,2016-05-14,1.0,False,On-Time,True,Ny,Ny
223,4,Completed,2016-05-15,2016-05-16,2016-05-17,2.0,True,Late,True,Ny,Ny
224,4,Completed,2016-05-17,2016-05-18,2016-05-19,2.0,True,Late,True,Ca,Ca
225,4,Completed,2016-05-17,2016-05-20,2016-05-19,2.0,False,On-Time,True,Ca,Ca
226,4,Completed,2016-05-17,2016-05-19,2016-05-20,3.0,True,Late,True,Ca,Ca
227,4,Completed,2016-05-17,2016-05-18,2016-05-20,3.0,True,Late,True,Ny,Ny
228,4,Completed,2016-05-17,2016-05-20,2016-05-20,3.0,False,On-Time,True,Ny,Ny
229,4,Completed,2016-05-19,2016-05-21,2016-05-20,1.0,False,On-Time,True,Ny,Ny
230,4,Completed,2016-05-19,2016-05-20,2016-05-21,2.0,True,Late,True,Ny,Ny
231,4,Completed,2016-05-19,2016-05-22,2016-05-21,2.0,False,On-Time,True,Ny,Ny
232,4,Completed,2016-05-20,2016-05-23,2016-05-23,3.0,False,On-Time,True,Ca,Ca
233,4,Completed,2016-05-21,2016-05-22,2016-05-24,3.0,True,Late,True,Ny,Ny
234,4,Completed,2016-05-22,2016-05-24,2016-05-24,2.0,False,On-Time,True,Ny,Ny
235,4,Completed,2016-05-24,2016-05-25,2016-05-25,1.0,False,On-Time,True,Ny,Ny
236,4,Completed,2016-05-25,2016-05-27,2016-05-26,1.0,False,On-Time,True,Ny,Ny
237,4,Completed,2016-05-25,2016-05-26,2016-05-27,2.0,True,Late,True,Ny,Ny
238,4,Completed,2016-05-26,2016-05-29,2016-05-29,3.0,False,On-Time,True,Ny,Ny
240,4,Completed,2016-05-27,2016-05-29,2016-05-30,3.0,True,Late,True,Ny,Ny
241,4,Completed,2016-05-27,2016-05-29,2016-05-29,2.0,False,On-Time,True,Ny,Ny
242,4,Completed,2016-05-27,2016-05-30,2016-05-30,3.0,False,On-Time,True,Ny,Ny
243,4,Completed,2016-05-27,2016-05-30,2016-05-28,1.0,False,On-Time,True,Tx,Tx
244,4,Completed,2016-05-28,2016-05-29,2016-05-29,1.0,False,On-Time,True,Ny,Ny
245,4,Completed,2016-05-29,2016-05-31,2016-05-30,1.0,False,On-Time,True,Ny,Ny
247,4,Completed,2016-05-30,2016-06-01,2016-06-01,2.0,False,On-Time,True,Ca,Ca
248,4,Completed,2016-05-30,2016-06-01,2016-05-31,1.0,False,On-Time,True,Ny,Ny
249,4,Completed,2016-06-01,2016-06-04,2016-06-04,3.0,False,On-Time,True,Ny,Ny
250,4,Completed,2016-06-01,2016-06-02,2016-06-04,3.0,True,Late,True,Ny,Ny
251,4,Completed,2016-06-01,2016-06-04,2016-06-04,3.0,False,On-Time,True,Ny,Ny
252,4,Completed,2016-06-01,2016-06-04,2016-06-02,1.0,False,On-Time,True,Tx,Tx
253,4,Completed,2016-06-02,2016-06-05,2016-06-05,3.0,False,On-Time,True,Ny,Ny
254,4,Completed,2016-06-03,2016-06-06,2016-06-05,2.0,False,On-Time,True,Ny,Ny
255,4,Completed,2016-06-03,2016-06-06,2016-06-05,2.0,False,On-Time,True,Ny,Ny
256,4,Completed,2016-06-04,2016-06-05,2016-06-07,3.0,True,Late,True,Ny,Ny
257,4,Completed,2016-06-05,2016-06-06,2016-06-08,3.0,True,Late,True,Ca,Ca
258,4,Completed,2016-06-06,2016-06-07,2016-06-07,1.0,False,On-Time,True,Ny,Ny
259,4,Completed,2016-06-06,2016-06-09,2016-06-09,3.0,False,On-Time,True,Ny,Ny
260,4,Completed,2016-06-06,2016-06-08,2016-06-08,2.0,False,On-Time,True,Ny,Ny
261,4,Completed,2016-06-08,2016-06-10,2016-06-09,1.0,False,On-Time,True,Ca,Ca
262,4,Completed,2016-06-08,2016-06-11,2016-06-10,2.0,False,On-Time,True,Tx,Tx
263,4,Completed,2016-06-09,2016-06-10,2016-06-12,3.0,True,Late,True,Ny,Ny
265,4,Completed,2016-06-10,2016-06-12,2016-06-11,1.0,False,On-Time,True,Ny,Ny
266,4,Completed,2016-06-10,2016-06-13,2016-06-13,3.0,False,On-Time,True,Ny,Ny
267,4,Completed,2016-06-11,2016-06-14,2016-06-14,3.0,False,On-Time,True,Ca,Ca
268,4,Completed,2016-06-11,2016-06-14,2016-06-12,1.0,False,On-Time,True,Ca,Ca
269,4,Completed,2016-06-12,2016-06-13,2016-06-15,3.0,True,Late,True,Ny,Ny
270,4,Completed,2016-06-12,2016-06-15,2016-06-13,1.0,False,On-Time,True,Ny,Ny
271,4,Completed,2016-06-13,2016-06-16,2016-06-14,1.0,False,On-Time,True,Ny,Ny
272,4,Completed,2016-06-15,2016-06-18,2016-06-16,1.0,False,On-Time,True,Ny,Ny
273,4,Completed,2016-06-16,2016-06-19,2016-06-17,1.0,False,On-Time,True,Ny,Ny
274,4,Completed,2016-06-17,2016-06-20,2016-06-18,1.0,False,On-Time,True,Ny,Ny
275,4,Completed,2016-06-17,2016-06-19,2016-06-18,1.0,False,On-Time,True,Ny,Ny
276,4,Completed,2016-06-18,2016-06-19,2016-06-19,1.0,False,On-Time,True,Ny,Ny
277,4,Completed,2016-06-19,2016-06-20,2016-06-20,1.0,False,On-Time,True,Ny,Ny
278,4,Completed,2016-06-20,2016-06-23,2016-06-21,1.0,False,On-Time,True,Ca,Ca
279,4,Completed,2016-06-21,2016-06-22,2016-06-22,1.0,False,On-Time,True,Ny,Ny
280,4,Completed,2016-06-21,2016-06-22,2016-06-23,2.0,True,Late,True,Ny,Ny
281,4,Completed,2016-06-21,2016-06-22,2016-06-23,2.0,True,Late,True,Ny,Ny
282,4,Completed,2016-06-22,2016-06-25,2016-06-25,3.0,False,On-Time,True,Tx,Tx
283,4,Completed,2016-06-23,2016-06-26,2016-06-26,3.0,False,On-Time,True,Ca,Ca
284,4,Completed,2016-06-23,2016-06-25,2016-06-25,2.0,False,On-Time,True,Ny,Ny
285,4,Completed,2016-06-25,2016-06-26,2016-06-27,2.0,True,Late,True,Ca,Ca
286,4,Completed,2016-06-25,2016-06-26,2016-06-26,1.0,False,On-Time,True,Ny,Ny
287,4,Completed,2016-06-25,2016-06-26,2016-06-27,2.0,True,Late,True,Ny,Ny
